target_deathrate,incidencerate,medincome,pcths25_over,pctbachdeg25_over,pctpubliccoverage,pctpubliccoveragealone,povertypercent
148.9,395.9,43482,19.8,27.8,21.5,9,19.9
142.6,435.5,37869,33.7,15.5,44.3,18.4,18.2
185.6,538.6,39918,34.3,11.1,41.8,16.8,13.7
145.9,460,44046,38.3,8.2,34.2,21.4,14.1
125.2,376.2,36065,15.8,23.3,21.6,13.5,27.1
163.5,405.3,46332,29.2,9.2,32.2,18.7,16.8
180.1,466.9,46214,30.7,16.7,34.3,14.9,14.6
141,349.5,46503,38.4,10.1,32.9,11.7,13.9
152.5,446.4,38478,36.9,6.9,35.5,20.6,23.6
166,457.5,45533,33.1,11.4,34,18,14.2
114.3,385.5,48048,39.8,9.5,36,24.4,15.7
225.1,497.6,36577,36.2,9.7,40,18.9,18.9
114.2,376.2,57644,20.1,30.3,19.7,12.7,11.6
165.4,471.4,44236,28.9,12,31.1,16.5,14.5
131.6,410.8,49380,28.6,21.1,40.3,19.4,11.7
173.6,481,35955,34.4,10,40.3,21.4,17.8
167.4,467.4,46061,36.1,14.1,38.2,20.6,14.2
181.1,398.4,30699,35.8,6.1,58,39.1,35.6
171.7,492.1,49886,39.8,10.4,40.2,22.4,16.2
163.7,447.8,58792,36,12.6,30.8,17.2,10.2
165.8,520.2,50225,41.9,9.5,29.6,13.8,14.2
172.2,486.3,52138,39.4,11.3,36.8,19.2,13.1
152.3,493,49689,43.5,10.2,44.8,22.7,12.1
194.4,502.6,50750,43.3,11.2,38.6,17.6,12.6
195.3,448.2,46289,46.5,9.8,34.1,18.8,13.2
152.5,450.2,47966,22.8,22.3,24.6,13.5,22.6
196,535.2,46870,44.1,9.6,38.5,19.5,14.4
199.1,467,50645,38.2,12.1,43.6,24.4,13.9
190,521,45709,38.6,11.1,46.2,24.8,13.6
167,475.8,60556,32.7,15.2,28.1,12.4,9.9
176.1,464.1,41319,32.2,14.1,34.3,19.1,22.9
177,470.8,55058,24,21.5,32.6,22,17.1
191.5,536.7,45889,33.6,11.9,38.3,19.7,15.2
201.4,489,49567,37.2,9.8,40.1,21.7,12.2
171.7,485.5,56536,26.3,18.6,27,16,14.7
195.5,512.9,55193,38.6,13.7,35.9,17.7,10.9
177.5,475.1,52526,36.2,13.5,31.4,15.8,10
152.7,461.9,80037,19,28.3,22.8,11.7,7.9
177,461.5,45485,39.2,12.5,40.8,21.1,15.1
189.9,517.6,46894,36.8,8,39.9,20,11.6
129.9,480.8,86413,19.3,31.1,16.8,8.1,6.3
198.3,493.5,38055,38.3,8,42.7,24.7,24.4
165.3,476.5,55516,18,30,24.6,15.1,17.4
136.4,408.2,40010,35.5,10.9,41.1,22.7,19.7
211.1,488.4,39643,44.6,5.1,27.8,12.9,19.4
168.9,449.1,46737,28.2,16.4,36.2,20.2,19.3
191.7,478.8,43880,35.7,8.1,33.9,21.4,17.8
199.1,434.1,35237,36.8,7.4,43.4,27.9,26.2
177.8,464,42823,35.6,12.7,44.2,23,24.4
146.1,439.6,59858,23.4,23.3,21.8,13.8,13.4
180.5,477,40994,34,10.1,33.8,18.2,15.3
153.5,482.4,52238,28.1,14.2,29.4,17.1,16.8
160.6,349.7,26309,40.6,5.9,45.1,24.5,35.3
213.9,500.5,40387,37.7,8.4,36.9,22.6,18.8
139.4,417,66249,27.4,15.7,28.8,13.6,9.5
166.4,425.6,38564,37.9,8.4,38.8,21.8,21.4
178.8,475.7,41348,43.2,6.7,39.7,26.3,19
175.9,477.6,60388,30.5,17.9,26,15.3,13.7
174,437.6,53027,30,14.3,29.7,15,17.2
192.8,434.9,35955,44.2,5,43.1,27.6,25.3
213.2,493.1,51931,34.3,13.1,27.4,14.7,13.5
169.3,476.7,41818,40.2,7.3,37,23.4,18.2
171.6,411.6,35235,40.2,5.7,42.3,28.3,24.8
211.2,461.6,30835,41.2,7.3,42.4,27.7,26.4
215,409.5,30678,36.8,7.5,45.3,28.9,34.6
167.8,384.8,29818,39.3,5.1,39.8,24.8,30.4
162.1,472.1,51749,37.3,12.2,31.8,18.6,14.5
204.1,506.7,40339,37.9,11.4,36.9,20.6,21.3
209.2,429.4,37113,30.5,7.7,37.5,24.5,23.9
169.7,451.7,35807,43.6,7.7,39,22.8,25.4
192.8,520.4,64533,28.6,13.7,24.5,14.1,11.8
170.3,425.5,41682,31.5,12.7,26.4,14.9,17.2
196.7,383.2,39484,42.2,7.4,38,20.8,17.9
180.9,366.5,43193,36.9,10.8,31.3,21.8,21.9
180.9,485,38887,28.3,14.2,31.5,19.3,24.5
158.1,536.1,44653,28.6,18,28.9,15.4,18.6
219.5,467.6,37413,38.6,9.2,37.9,21.3,27.6
143.9,351.3,37603,35.8,7.9,42.1,23.5,23.3
214.9,460.3,29430,37.8,5.3,40.8,22.4,34.1
227.2,534,45557,39.9,8.8,34.9,21.3,19.7
159.3,373.2,36055,37.5,7,36.4,17.3,25.9
173.9,456.9,37243,39,5.9,42.6,25.2,23.6
200.8,450.6,35276,40.3,8.1,43.6,26.8,25.1
179.7,511.7,32711,39.8,7.6,42.1,26.3,32.6
139.2,461.6,53542,35.4,12.2,31.9,17.7,14.8
163.1,437,36436,42.3,8.2,37.7,22.6,22.4
172.3,471.5,50295,34.8,13.9,33.8,17,15
204,453,40976,36.8,6.4,33.8,21.1,18.7
190,504.8,41783,27.7,15,34.9,19.3,21.9
182.4,476,48058,32,13.7,33.6,20.9,19.4
140.8,465.6,80631,21.3,22.2,20.4,8.7,7.9
150.6,455.9,46840,36.1,10,35.3,20,15.8
173.2,495.4,63964,35.6,15.2,22.6,12.9,10.7
222.3,487.9,40550,30.1,13.2,33.9,17.6,21.7
176.4,512.6,51047,30.8,15.9,34.5,15.8,12.3
219.8,469.3,40526,39.3,7.7,37.7,21.4,18.9
224.3,472,50395,39.2,9.7,28,15.5,13.7
127.1,341.5,36128,43.6,6.2,41.5,25.7,23.9
186.9,438.7,42125,39,12.4,38.7,19.5,18.9
250,527.2,29477,40.7,6.3,53.6,27.8,29.5
169,466.6,38449,34,15.5,40.6,21.9,20.6
127,374.8,25807,35.3,7.1,47.8,30.8,36.3
197.6,453.5,36012,31.1,12.7,38.9,23.4,26
162.1,437.7,48287,31.2,17.4,28.6,15.8,17.3
151.3,358,39601,34.4,9.4,38.1,21.1,20.1
214.9,475.8,34012,42.2,9.1,38.7,24.9,26.2
180.1,446.2,37672,40.3,9,43.1,25.7,26.4
196.2,511.1,35555,36.5,10,39.8,23.9,27.4
213.1,476.6,36870,38.3,8.4,39.3,21.8,20.9
228.8,512.8,27635,35.6,8.7,47.1,27.9,39.4
181.7,460,34017,31.4,9.3,45.7,31.3,33.9
178,453.5494221,46495,42.4,13.4,38.7,14.9,12.8
151.9,453.5494221,49513,28.1,21.6,26.5,13,17.9
161.5,453.5494221,52272,37.6,15.3,30.6,11,8.9
187.8,453.5494221,53291,36.4,16.8,34.1,17.9,12.1
148.8,453.5494221,88500,21.2,32,17,7.4,4.8
168.1,453.5494221,45179,35.4,14.2,49.5,25.9,15.7
167.2,453.5494221,51274,36,11.8,39.5,21.4,11.5
149,453.5494221,75122,34.6,15.6,27,12.2,6.2
161,453.5494221,55560,27.3,22.8,26.5,13.5,13.3
184.9,453.5494221,43674,38.1,11.1,45.2,25.8,17.8
128.7,453.5494221,48593,25.1,22.3,38.6,14.6,10.4
153.8,453.5494221,48176,36.2,13.9,43.5,20.6,12.9
176.7,453.5494221,50162,31.4,15.6,41.1,20.1,10.9
154.4,453.5494221,76269,21.6,27.8,22.7,10.6,7.3
153.6,453.5494221,68777,33.5,18.1,24.7,12,7.6
160.9,453.5494221,52298,29.9,17.8,35.2,14.1,9.6
158.9,453.5494221,48163,39.9,12.8,39.6,18.6,13.5
152.7,453.5494221,52444,35.7,13.8,33.2,14.3,11.6
164.1,453.5494221,47203,36.7,11.5,39,19.6,12.5
161.6,453.5494221,60869,33,16.8,31.3,13.9,9.6
159.9,453.5494221,48179,33.4,14.6,41.2,18.7,10.5
156.8,453.5494221,64490,17.8,30.3,27.3,15.2,13
141.8,453.5494221,59900,34.3,14.9,34.2,15,8.4
156,453.5494221,47944,31.8,16.7,44.9,21.7,12.2
177.3,453.5494221,65342,37.8,12.8,31.1,16.4,7.8
177.7,453.5494221,48525,31.8,15.1,40.6,18.9,14.7
130.4,453.5494221,53700,34.8,14.2,32.2,12.8,9.8
162.2,453.5494221,48908,39.7,8,44.5,24.9,13.8
147.5,453.5494221,57405,27.9,15.1,36.1,19.3,11.5
168.3,453.5494221,50372,35,16.8,36.5,16.2,9.9
173.3,453.5494221,44113,36.5,13.5,47.5,26.8,15.3
145.6,453.5494221,48245,38.3,13.6,38.4,14,10.4
164.5,453.5494221,52381,36.2,15.5,42.5,19.8,10.5
172.7,453.5494221,44727,44.8,12.4,40.1,19.4,10.7
166.9,453.5494221,61665,35.5,15.4,29.6,14.3,8.9
146.8,453.5494221,48449,40.5,15.8,33.7,12.2,10.2
163,453.5494221,53552,35.1,18.6,29.5,15.3,11.5
175.4,453.5494221,60114,38,12.9,32.1,14,7.9
215.7,453.5494221,39926,37.1,9.8,48.3,30.4,19.6
148.2,453.5494221,54433,37.4,14.5,32.1,13.3,9.6
162.5,453.5494221,52042,38.6,15.1,38.8,17.2,12.2
151.2,453.5494221,54354,38.3,13.6,32.6,13.4,10
190,453.5494221,48434,38.3,10,38.4,19.2,12
169.5,453.5494221,50685,38.6,11.6,37.6,18.8,11.8
155.6,453.5494221,47537,32.6,13.8,35,16,12.1
156.4,453.5494221,52219,36.5,13,36.3,13.5,9.6
133.3,453.5494221,61279,27,22.3,28,13.1,10.2
138.1,453.5494221,50684,34.3,10.1,33.3,18.1,13
169.9,453.5494221,51597,38.5,12.4,40.5,18.8,13.4
142.2,453.5494221,69430,20.9,23.8,26.4,12.5,9.8
156.9,453.5494221,51510,30.5,17.2,38.3,16.7,11.2
174.2,453.5494221,50905,36,11.8,33.9,17.6,9.3
161.7,453.5494221,42157,42.6,9.1,40.4,19.5,17.5
173,453.5494221,47164,36,14,37.8,19.4,12.2
184.4,453.5494221,50175,31.1,16.3,34.5,17.9,12.7
154.5,453.5494221,51343,34.1,16.1,37.6,15.5,10.4
166.5,453.5494221,55070,21.9,24.4,33.6,20.5,16.5
157.6,453.5494221,48188,40.9,11.8,36,18.6,9.2
180.7,453.5494221,49934,37.9,13,36.5,17.1,12.4
176.5,453.5494221,54386,37.5,12.2,35,15.1,11.3
168.4,453.5494221,60317,31.8,17.6,25.9,12.2,13
147,453.5494221,55352,38.5,15,34.2,16.9,9.6
158.2,453.5494221,53838,37.3,14.2,29.6,12.5,9.2
184.8,453.5494221,49714,29.5,18.2,35.3,16.9,17
153.9,453.5494221,91688,23.4,28.1,16.8,8,5.5
170.5,453.5494221,76512,26.6,19.2,22.3,11.6,7.2
181.7,453.5494221,59893,40.8,12.8,32.2,15.8,9.2
153.7,453.5494221,55832,30.2,17.7,28.6,14,13.4
145.9,453.5494221,57850,35.5,18.7,32.1,17.4,10.9
146.2,453.5494221,55292,27.2,20.1,27.8,10.3,14.2
162.3,453.5494221,51032,38.6,12.6,38.6,19.8,10.8
147.2,453.5494221,43287,37.1,11,37.3,18.4,17.8
132.3,453.5494221,49536,34.8,13.3,41.7,16.6,12.2
160.2,453.5494221,58752,39.1,14.6,34.1,14.9,7.3
187.9,453.5494221,41909,39.3,8.8,47.7,25.1,15.8
163,453.5494221,54183,35.2,15.4,31.6,15.5,10.1
152.1,453.5494221,84113,22,27.3,21.2,9,6
159.7,453.5494221,48658,40,12.5,34.5,16,10.4
122.5,453.5494221,54536,30.5,13.5,30.4,12.7,10.3
166.8,453.5494221,49365,29.6,18.5,26.7,11.8,15.8
165.2,453.5494221,76489,28.9,20.4,23.3,12.1,6
151.9,453.5494221,51028,36.8,12.1,35,15.3,11.2
212.3,470,32327,35.9,11.1,46.4,29.2,32.9
187.8,441.3,35180,36.3,10.3,41.3,24.1,21.8
171.8,425.1,30668,36.6,7.4,49.3,30.3,23.2
200.3,423,32521,31.4,9.2,47,27.1,23.6
208.7,355.2,30665,38.1,5.6,39.8,18.3,25.6
241.9,476.3,29297,25,13.8,46.8,32.4,34
228.6,527.3,33141,34.2,6.3,46,25.8,25
191.7,401.5,38219,37.3,7.8,45.3,28.4,17.9
198.9,521.3,31616,37.3,7.4,45.2,24.9,24.7
151.2,339,34548,33.4,8.3,46.8,28.8,24.2
175.9,432.6,26083,29.8,8.5,52.9,36.7,42.6
191.4,466.5,34910,34.4,9.9,43.9,25.7,22.4
187.5,427.7,33939,32.9,12,44,27.4,28.4
266.7,460.1,28647,27.6,12.6,49.9,34.6,35
194.9,513.2,35314,31.5,10.2,42.3,27.5,26
205.1,461.3,31835,36.8,8.6,44.7,28.6,26.5
193.9,428.8,58479,29.9,15.7,25.1,12.5,10.1
209.2,526.5,36808,28.2,15.3,35.7,22.4,26.4
261,561.4,29090,43.4,4.3,47.5,32.9,26.8
191.1,519.9,48264,27.5,18.3,33.1,17.9,16.8
186.9,500.6,51227,28.9,16.2,32.7,19.1,14.7
246.4,507.4,34271,37.3,5.5,51.8,34,25.6
195.8,487,54728,29.4,18.6,29.6,16.7,15.5
216.8,457.3,27709,35.1,6.2,51,34,33.7
224.6,560.5,26048,40.7,5.5,55.5,38.7,34.9
192.6,505.2,40312,43.1,6.7,46.8,26.7,18
216.7,531.7,34678,37.9,6.8,43.8,27.7,24.7
269.2,524.8,32835,41.5,6.2,43,26.5,25.9
275.9,528.6,25473,42.5,3.4,52.4,37.1,35
262.7,558.3,27777,33.8,5.3,51.5,33.4,33
226.5,527.4,28574,36.1,7.1,52.3,34.6,30.1
239.3,492.5,30217,42.2,5.4,47.6,30.9,34.4
199.1,523.1,35368,44.5,6.6,42.4,25.6,27.6
211.7,578.6,42892,46.9,4.9,40.9,20.7,14.1
206.8,538,41150,40.3,8.3,39.2,22.1,16.9
202,482.7,43067,39,10.3,40.9,16.6,15.4
168.9,484.1,41216,31.3,13.6,37.9,21.1,17.5
265.8,547.8,24265,40.5,3.2,57.2,39.1,47
215.1,525.3,42288,39.9,6.1,41.9,22.5,16.9
205,523.5,44358,29.5,16.7,31.4,17.9,19.7
221.5,554.7,29421,37.8,3.9,53,35.9,30.2
193.4,510.2,39089,44.8,8.1,37.3,20.9,21.8
185.3,496.5,45596,41,9.3,39.7,20.7,13.1
270.4,529.6,27484,39.5,2.5,56.5,39.7,40.6
248.1,578.9,40260,38.3,7.5,38.7,20.8,18.6
225.1,538.4,52377,39.8,8.4,35.6,17.3,12.6
229.5,548.3,30828,39.1,6.5,48.9,31.5,27.1
206.3,536.1,43945,38.8,10.9,38,20.6,17.6
218,492.1,30460,40.9,6.1,44.6,26.8,25.2
227.9,511.5,30172,41.8,8.1,48.3,30.3,26.2
205.9,518.9,41139,39.1,10,39.1,22.5,20.8
242.8,498.8,30872,36.2,6.6,51.8,33.7,30.4
207.1,472,38916,42.1,5,40.3,22.9,21.6
185.4,551.5,54540,42,9.7,34.3,19.8,12.7
267.6,552.9,37061,40.7,6,42.4,25.4,19.4
222.1,533.6,38261,42.8,5.2,42.5,24.6,19.7
163.6,519.6,92097,23,24.1,20,8.5,5.5
159.8,514.8,43626,47,8.3,38.6,21.4,17.4
263.1,493.7,23047,34.6,8.5,59.3,41.4,45.1
188.1,497.1,47023,47.9,7.2,36.5,21.2,15.6
280.8,579.2,31265,32.2,7.3,48.4,32.1,27.5
238.4,518.3,32666,36.4,6.6,49.4,30.6,27.4
292.5,630.4,32783,40.7,6.1,46.2,29.8,26.7
219.5,523.2,32767,41.2,8.6,45,23.8,26
274,530.3,37281,36.1,9.8,46.3,32.4,23
228.1,524.4,33789,43.2,4.6,46,28.9,24.1
235.2,540.5,37287,31,11.1,34.8,20.5,23.4
214.9,471.5,33623,36.6,6.7,49.2,27.9,26.3
179.6,507.3,61989,30.7,17.2,24.8,13.9,10.9
155.7,486.6,57447,31.8,14.1,29.3,14.1,12.8
225.7,563.4,45269,42.6,10.2,36.6,20.8,15
180.9,530.2,67437,35.6,12.7,25.2,12.3,8.8
205,524.1,34633,40.6,8.1,44.1,25.9,26.7
183.7,453.4,40002,41.9,6.3,39.6,24.4,19.3
214.9,462.8,44676,30.1,9.4,38.8,18.4,15.8
228.4,540.3,46708,47.2,6.6,33.7,17.6,16.2
195.5,457.7,44119,40.2,6.1,38.7,22.5,18.9
192.7,483.8,48925,30.9,17.2,30.5,17.8,18.3
180.2,463,39983,41.6,6.8,33.9,16.6,19.7
202.2,480.4,30619,37,4.4,51.9,30.3,26.2
213.7,508.3,43024,42.3,5.3,38.6,20.8,17.3
240.1,531.3,31086,37.1,8.9,48.8,33.2,29.8
259.5,570.6,25768,38.5,5.6,57.4,40.2,36.2
182.8,485.2,57067,28.9,20.2,28.2,13.5,11.2
230.5,492.7,40269,39.2,7.6,37.4,23.1,22
201.6,450,36852,44,6.9,40.2,23.8,22.5
170,484.5,67299,34.6,18.9,25.1,15.4,13.7
188.9,450.6,46317,39.5,7.5,39.4,22.2,17.8
228,501.8,34022,41.3,6.3,41.4,24.1,25.5
198.3,463.7,43918,42.7,10.7,35.9,19.8,18.9
153.9,405.8,27512,44.8,2.7,51.9,34.2,37.3
165.3,452.9,42985,32,12.2,32.4,23.7,22.9
190,442.3,31577,35.4,7.4,42.5,27.1,28.5
151.9,470.3,66970,19.5,29.2,20.8,12.1,13
189.2,418.6,33125,39.1,8.6,38.4,26.3,28.1
184,463.3,33509,36.7,8.1,39.5,26.2,26.5
156.9,409.8,68067,23.8,21.6,22.3,9.6,9.5
183.4,483.1,32408,39.5,8,38.4,24.8,26.1
169.3,453.6,60809,31.6,18,25.4,13.1,12.5
197.9,468.9,43111,35.6,8.4,38.3,23.4,19.9
164.9,408.9,31176,35.7,8.9,44.5,29.3,32.5
238.2,423.9,42953,35.5,10.2,32.8,18,16.4
179,473.3,57491,29,19.6,30.3,15.4,11.8
198.3,407.8,33968,34.9,9.3,40.4,27.2,27.7
157.4,462.8,50597,21,24.2,27.2,17.6,20.4
190.6,448.2,32293,42.1,8.9,39.7,22.4,25.9
124.3,337.1,31103,43.4,6.7,40.4,23.9,30.4
194.2,501.8,32150,29.3,11.1,41.3,26.8,31.7
175.3,462.3,54581,31.2,16.7,27,16.1,14.2
200.4,476.1,34906,38.1,8.3,41.3,27,29.9
126.4,538.1,34444,36.2,6.5,35.9,24.9,27.1
201.7,492,61195,38.2,11.5,23.5,13,11
176.8,454.2,35351,45.7,5.7,44,27.3,21.4
205,438.2,30119,40.2,6.1,43.1,29.4,32.7
194.4,444.5,33293,37.9,10.3,41.8,27.5,26.6
182.8,448.7,37813,38.8,10.2,46.1,26.7,19.6
140.8,455.4,79069,21.5,28.8,24,9.9,6.9
165.7,409.2,46867,28.1,17.6,37.8,20.9,15.8
202.2,491.6,34553,37.1,6.8,45.3,23.1,20.6
209.1,356.3,36482,41.3,6.7,47.8,27,20
174,388.5,36642,42.8,8.2,39.7,26.4,24.9
213.5,403.2,31740,39.2,5.2,36.7,24.8,26.5
192,378.7,34201,40.5,7.9,39.2,26.2,25.9
127.6,488.4,43115,42.2,4.3,35.9,24,27.3
186.1,445.9,37008,39,9.2,32.5,18.4,29.5
138.7,433,46018,45.5,7.2,33.4,18.2,16.9
192,457.7,49698,35,11.5,28.5,18.3,13
218.3,471.1,31081,41.7,7.1,42.9,26.6,28.5
194.4,449.5,41324,34.1,12.8,34.1,17.1,18.7
180.7,426.9,35078,38,7.2,37.8,22,26.7
199.3,480.8,36014,32.6,14.5,38,24.1,28.2
162.6,393.3,40454,44.8,9.7,37.7,19.3,23.2
210.8,411.4,36865,45.6,4.7,39.4,25.8,21.7
159.3,469,32903,38,9,42.8,25.6,28.8
208.9,490.5,66556,27.6,20.4,26,14.6,11.9
184.2,418.9,36315,28,16.9,25,15.7,31.4
203.3,470.4,35055,39.9,5.6,41.9,27.8,31.1
240.6,508.7,41505,43.8,7.1,33.8,18.9,21.3
162.8,488.6,30760,38.6,6,42.4,25.4,38.5
193.3,487.4,41574,40.6,7.7,36.4,18.9,16.6
173.3,440.7,51793,31.4,13.2,26.1,13.2,12
174.8,372.4,31829,34.9,10.2,41.3,25.7,29.1
194.5,481,43442,35.8,11.1,32.1,19.8,22.9
161,397.6,50728,31.7,12.2,28.7,14.9,12.6
170.6,331.3,34312,41.8,5.9,33.4,16.6,29.5
168.8,455.8,50154,25.5,20.3,28.6,16.4,17.9
220.6,510.8,45933,27,19.3,16.1,7.4,18.8
203.9,471.1,34830,39.7,5.7,43.6,26.5,21.1
161.9,461.8,31487,21.8,20.2,24.7,14.5,37.8
175.4,429.9,45567,33.4,8.6,35.9,19,17.5
192,406.9,41256,25.5,19.5,25.2,13.6,25.2
159.7,456.5,51175,32.1,15.2,29.9,15.8,13.6
211.9,507.2,30675,35.3,10.2,45.8,25.4,31.4
214.8,442.6,28518,30.9,10.9,43.3,24.7,32.1
164.7,437.1,58833,21.3,24.7,27.3,12.4,14.2
190.3,458.4,32977,42,9.7,43.6,23.7,25.6
189.8,460,37707,34.5,7.4,40.2,19.7,20.2
192.7,437.9,36536,31.9,10.7,36.4,20.9,22
205.1,475.8,42943,32.8,14.6,35.1,20.6,19.6
187,444.1,34733,44.7,8,43.4,26.7,25.3
176.2,488.8,26580,33.3,6.5,44.3,28.9,35.1
189.8,438.8,43054,26,19.2,36.3,20.9,22.5
184.9,472.8,45082,31,14.4,33.4,17,15
230.7,555.6,27403,38.6,7.2,48.4,30.2,46.9
178,424.5,31933,42.2,6.7,44.5,24.1,25
183.3,455.1,31844,33.9,14.3,33.9,19,26.4
181.2,465.9,36939,35.6,9.5,40.1,22.5,20.4
212.3,494.1,35585,31.4,10.7,35,20.2,20.9
183,438.3,50571,35.5,9.9,32.1,16.9,14.3
154.8,452.9,69432,21.4,26.9,21.5,9.5,9.6
216.2,433.9,25413,40.5,9.8,46.6,26.2,38.1
197.4,465.9,39999,36.3,8.2,42.9,23.6,22.5
200.5,454.4,36779,34.4,11.3,43.2,23.5,21.3
179,479.9,46892,30.5,17.6,29.4,16,18
231.3,495,37245,36.5,6.5,40.2,19.9,23.5
212.2,459.4,41321,46.1,6.7,40.2,20.2,18.5
221.7,500.5,24035,41.3,8.1,54.8,35,33.7
203.4,454.6,35528,33.7,6.8,43.9,22.8,20.1
203.3,201.3,68387,37,10.3,11.2,6.2,9.9
167.5,453.3,75200,24.1,20.9,24.5,12.9,10
218.8,338.2,45808,43.6,7.6,47.3,36.1,23.8
191.9,475.9,41123,31.8,10.7,39.7,20.2,20.5
216.6,409.2,51082,38.1,10.9,41.2,30.2,17.5
177.2,424.4,67801,23.4,19.7,22.2,10.4,9.5
126.3,413.3,67260,27.7,24,24.4,9.3,9.8
166.3,390.1,80835,21.1,24.5,21.6,8.7,7.9
168.1,441.4,62532,33.1,14.5,29.2,14.5,11.5
205,477.3,57776,32.8,15.7,28.3,14.4,12.4
181.9,416.6,67972,27.3,18.2,23.6,14.6,8.3
184.3,469.3,73981,31.6,13.7,27.8,15.8,10.7
277.6,499.3,47160,41.3,10.3,42.4,33.7,26.1
256.9,501.1,75682,36.8,10.4,20.2,12.4,11.5
208.5,510.7,34116,38.4,7.6,42.2,24.1,21.3
199.3,373.5,65192,43.6,6.9,39.1,31.5,23.2
150.1,298.1,65765,22.1,18.7,25.4,12.1,8.6
184.3,372.9,59641,33.2,12.1,32.5,19.8,13.8
191.4,417.3,73998,27.2,19.7,20,9.2,9.9
206.6,475.1,36708,40.1,7.4,36.6,25.4,25.7
142.1,269.9,32366,33.4,6.9,50.8,38.8,33.1
154.6,350.1,45025,23.4,14.5,43.5,20.5,18.7
119.8,348.4,48653,21.3,19.5,29.8,17.8,21.3
163.3,339.2,37677,30,9.7,52.7,29.4,24.4
174,395.7,46046,32.9,8.1,41.9,28.4,20
191.2,432.6,38013,36.4,7.9,43.3,20.3,18.6
161.2,364.5,59416,37.5,8.2,29.5,14.7,10.3
126.1,332,32533,36.6,6.4,62.2,31.3,22.8
146.6,401.4,53929,23,19.5,31.4,19.8,17.1
196.6,444.9,37704,35.7,7.6,52.9,29.2,20.8
146.8,325.3,35457,29.5,9,52.7,37.8,28.5
155.5,379.1,45871,22.8,17.7,38.5,22.9,18.7
133.5,330.9,49876,30.1,11.7,39.5,22.8,17.6
132.8,296.2,37465,25.3,14.6,44.6,27.9,23.6
156.6,389.4,44145,25.6,16.1,48,23.3,15.6
126.8,343,39700,25,9.4,41.5,26.3,22.6
182.4,468.5,38878,29.7,15.6,39.2,23.2,22.1
205.4,422.5,33644,41.8,6.7,44.1,29.4,23.8
178.6,473.8,42830,32.4,15.4,38.3,19.4,17.6
179.1,408.6,37715,36.9,10.3,40.8,26.5,24.5
219.4,474,45411,34.8,13,34.6,18.8,17.4
167.3,425.8,44854,34,14.5,37.4,20.2,19.7
202.6,482.9,38268,35.4,9.6,38.6,22,21.1
247.3,497.9,31510,39.8,8,46.8,26.2,27.8
166.8,427.2,54098,28,18.7,29.3,15.3,13.8
159.8,421.7,38694,30.2,11.3,49.5,24.3,24.6
193.6,445.3,32283,39.1,10.7,46.2,31.1,30.1
231.1,494.7,31170,41,5.5,47.3,29.5,31.4
185.1,426.3,42000,34.9,10.7,39.3,21.5,19.4
172.9,476.6,39548,31.8,13.7,39.9,18.7,17.5
194.1,461.3,31382,34.8,11.7,43,26,30.8
165.3,470.4,41375,32,13.1,31.1,17.4,19.5
184.8,455.7,49782,22.5,22.1,30.1,16.4,16.1
160.1,383,42286,39.2,8.8,38.6,22.1,20.6
181.6,458.5,44050,29.8,14.6,34.3,19.9,17.7
185.2,474.9,37906,29.2,11.8,39.9,23.1,23.2
207.1,466.2,37501,37.8,7.6,43.3,24.2,19.6
224.8,425.2,29609,40.3,7.3,44.1,26.3,28.3
185.8,448.5,54196,27.8,20,27.6,15.2,14.6
158.3,460.2,50896,37.1,12,29.7,10.6,10.8
161.7,424.4,49583,33.3,15.6,34.6,18.2,15.1
170,399,34326,28.8,14.4,48.8,36.4,34.8
145,391.4,47987,37.5,13.7,35.4,12.2,15.2
162.6,415.4,52930,26.1,27.4,20.1,9.7,14.1
154.6,405.4,53150,33.3,20.8,27.7,13.3,11.8
174.9,447.1,47224,30.4,16.2,30.6,14.5,14.8
194.3,449.2,41446,35.1,15,36,17.5,15.8
181.9,464.7,41395,37.9,13.2,36.8,20.6,24
138.4,429.4,48024,37.3,15.7,32.1,14.4,13.8
170.9,393.5,43453,27.8,23.4,24.5,13,24.9
166.4,423.9,52892,39.7,16,28,12.8,10.3
195.9,379.3,31420,34.4,12.7,51.4,41.4,38.6
158.7,364.5,51244,30.9,19.2,37.9,14,10.7
151.2,476.9,48675,26.9,19.8,27.5,11.1,12.3
150.3,473.4,43305,38.8,12.7,40.7,20.4,16.3
113.9,395,51246,40.8,16.3,29.6,13.8,10.1
229.8,555.7,34936,35.4,9.1,39.6,32.9,27.2
166.5,492.4,49251,41.1,14,29.5,11.1,11.6
162.6,459.6,57148,33.9,15.6,26.6,10.9,10.5
187.8,515.1,42007,31,16.5,42.9,17.6,17
146.6,432,46633,34.3,17.5,31,10.4,13.2
150.3,429.5,52816,44.3,15.3,28,12.1,10
169.4,521.9,36836,38.6,13.6,43.2,20,18.3
170.8,532.8,43699,37.6,16.3,30.3,14.1,12
145.4,403.4,53944,43.3,15.2,26.6,12.5,10.4
130.6,348.6,51201,33.6,17,32,9.9,10
154.1,501.1,61945,34.4,19,23.6,8.5,8.1
162.5,507.7,58340,27.2,22.5,26.3,13.4,11
130.4,430.4,48879,32.9,19,34.9,16,13.2
148.3,296.6,31922,32.2,14.3,43.4,30.3,33.9
161.3,451.7,48773,40.9,11.5,32.7,15.8,14.9
165.5,577,51837,37.4,17.4,29.9,11.3,10.1
